workerid,internal_node_id,response,rt,stimulus,time_elapsed,trial_index,scales,within_group,exp_group
14,0.0-4.0-0.7,1,10699,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,110174,11,cold,1,1
15,0.0-4.0-0.2,0,2974,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,31124,6,cold,1,1
15,0.0-4.0-0.9,0,1636,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,63741,13,cold,1,1
16,0.0-4.0-0.3,1,3271,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,60659,7,cold,1,1
16,0.0-4.0-0.7,1,3863,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,74075,11,cold,1,1
17,0.0-4.0-0.3,1,5056,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,78392,7,cold,1,1
17,0.0-4.0-0.9,1,4621,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,107550,13,cold,1,1
18,0.0-4.0-0.1,0,7773,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,57449,5,cold,1,1
18,0.0-4.0-0.12,0,4045,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,127581,16,cold,1,1
20,0.0-4.0-0.5,0,2126,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,35936,9,cold,1,1
20,0.0-4.0-0.11,0,1726,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,49568,15,cold,1,1
21,0.0-4.0-0.1,1,4275,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,34076,5,cold,1,1
21,0.0-4.0-0.10,1,2152,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,63452,14,cold,1,1
22,0.0-4.0-0.4,1,5149,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,40953,8,cold,1,1
22,0.0-4.0-0.11,1,6005,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,84807,15,cold,1,1
23,0.0-4.0-0.3,0,16740,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,103852,7,cold,1,1
23,0.0-4.0-0.11,0,1676,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,178153,15,cold,1,1
24,0.0-4.0-0.2,1,17703,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,62674,6,cold,1,1
24,0.0-4.0-0.7,0,7383,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,117242,11,cold,1,1
25,0.0-4.0-0.6,0,11198,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,69736,10,cold,1,1
25,0.0-4.0-0.7,0,3704,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,73442,11,cold,1,1
26,0.0-4.0-0.2,1,9637,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,65544,6,cold,1,1
26,0.0-4.0-0.8,1,7499,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,99141,12,cold,1,1
27,0.0-4.0-0.0,1,8430,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,106262,4,cold,1,1
27,0.0-4.0-0.9,1,5730,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,158847,13,cold,1,1
28,0.0-4.0-0.2,0,11748,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,227693,6,cold,1,1
28,0.0-4.0-0.8,0,13747,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,284189,12,cold,1,1
29,0.0-4.0-0.2,0,10407,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,112767,6,cold,1,1
29,0.0-4.0-0.10,0,6136,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,234239,14,cold,1,1
30,0.0-4.0-0.0,1,7636,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,24887,4,cold,1,1
30,0.0-4.0-0.9,1,3163,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,54769,13,cold,1,1
32,0.0-4.0-0.4,0,7094,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,69118,8,cold,1,1
32,0.0-4.0-0.8,0,3703,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,167841,12,cold,1,1
33,0.0-4.0-0.4,0,10349,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,81200,8,cold,1,1
33,0.0-4.0-0.10,0,4655,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,116973,14,cold,1,1
6,0.0-5.0-0.2,1,7926,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,162247,20,cold,2,3
6,0.0-5.0-0.21,1,2780,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,276638,39,cold,2,3
7,0.0-5.0-0.4,0,3209,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,68676,22,cold,2,3
7,0.0-5.0-0.25,0,1640,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,109674,43,cold,2,3
8,0.0-5.0-0.12,1,4111,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,221502,30,cold,2,3
8,0.0-5.0-0.21,1,3641,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,255138,39,cold,2,3
11,0.0-5.0-0.0,0,10363,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,182049,18,cold,2,3
11,0.0-5.0-0.16,0,4375,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,246594,34,cold,2,3
12,0.0-5.0-0.4,0,5613,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,167680,22,cold,2,3
12,0.0-5.0-0.25,0,4298,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,290351,43,cold,2,3
13,0.0-5.0-0.0,0,13214,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,179305,18,cold,2,3
13,0.0-5.0-0.21,0,3697,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,319087,39,cold,2,3
14,0.0-5.0-0.12,1,10937,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,283199,30,cold,2,3
14,0.0-5.0-0.24,1,10126,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,382191,42,cold,2,3
15,0.0-5.0-0.12,0,4202,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,126332,30,cold,2,3
15,0.0-5.0-0.20,0,2952,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,149785,38,cold,2,3
16,0.0-5.0-0.1,1,2424,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,103547,19,cold,2,3
16,0.0-5.0-0.14,0,3760,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,157851,32,cold,2,3
17,0.0-5.0-0.1,1,5362,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,143609,19,cold,2,3
17,0.0-5.0-0.23,1,4501,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,235663,41,cold,2,3
18,0.0-5.0-0.3,0,19455,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,178713,21,cold,2,3
18,0.0-5.0-0.15,0,3471,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,250045,33,cold,2,3
20,0.0-5.0-0.9,0,5222,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,92088,27,cold,2,3
20,0.0-5.0-0.13,0,3142,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,100544,31,cold,2,3
21,0.0-5.0-0.11,1,4231,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,132320,29,cold,2,3
21,0.0-5.0-0.20,1,3607,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,162324,38,cold,2,3
22,0.0-5.0-0.1,1,27814,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,136456,19,cold,2,3
22,0.0-5.0-0.22,0,2245,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,264857,40,cold,2,3
23,0.0-5.0-0.0,0,15490,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,198389,18,cold,2,3
23,0.0-5.0-0.23,0,1620,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,254049,41,cold,2,3
24,0.0-5.0-0.10,0,2679,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,242202,28,cold,2,3
24,0.0-5.0-0.22,0,3023,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,313457,40,cold,2,3
25,0.0-5.0-0.5,1,8822,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,147883,23,cold,2,3
25,0.0-5.0-0.14,1,7264,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,203931,32,cold,2,3
26,0.0-5.0-0.10,1,6408,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,200665,28,cold,2,3
26,0.0-5.0-0.18,1,8501,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,254367,36,cold,2,3
27,0.0-5.0-0.6,1,6175,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,237347,24,cold,2,3
27,0.0-5.0-0.19,1,6009,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,309576,37,cold,2,3
28,0.0-5.0-0.2,0,10164,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,374147,20,cold,2,3
28,0.0-5.0-0.23,0,23730,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,593887,41,cold,2,3
29,0.0-5.0-0.8,0,8647,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,345959,26,cold,2,3
29,0.0-5.0-0.22,1,4710,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,470526,40,cold,2,3
30,0.0-5.0-0.10,1,1606,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,98634,28,cold,2,3
30,0.0-5.0-0.18,0,1574,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,112699,36,cold,2,3
32,0.0-5.0-0.12,0,1478,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,480241,30,cold,2,3
32,0.0-5.0-0.22,0,2183,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,592738,40,cold,2,3
33,0.0-5.0-0.4,0,7769,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,164470,22,cold,2,3
33,0.0-5.0-0.19,0,9465,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,277705,37,cold,2,3
6,0.0-5.0-0.7,1,5857,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,193596,25,cold,2,2
6,0.0-5.0-0.17,1,2318,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,254751,35,cold,2,2
7,0.0-5.0-0.12,0,1082,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,83879,30,cold,2,2
7,0.0-5.0-0.15,0,2265,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,90467,33,cold,2,2
8,0.0-5.0-0.10,1,4159,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,210942,28,cold,2,2
8,0.0-5.0-0.25,1,2537,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,267293,43,cold,2,2
11,0.0-5.0-0.4,0,3643,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,196307,22,cold,2,2
11,0.0-5.0-0.21,0,2827,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,266190,39,cold,2,2
12,0.0-5.0-0.0,0,9686,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,132915,18,cold,2,2
12,0.0-5.0-0.22,0,3050,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,279117,40,cold,2,2
13,0.0-5.0-0.12,0,6446,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,261814,30,cold,2,2
13,0.0-5.0-0.22,0,4099,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,323186,40,cold,2,2
14,0.0-5.0-0.1,1,7818,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,179190,19,cold,2,2
14,0.0-5.0-0.18,1,9361,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,323167,36,cold,2,2
15,0.0-5.0-0.6,0,3146,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,104577,24,cold,2,2
15,0.0-5.0-0.22,0,3022,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,156179,40,cold,2,2
16,0.0-5.0-0.2,1,5511,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,109059,20,cold,2,2
16,0.0-5.0-0.19,1,2544,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,172155,37,cold,2,2
17,0.0-5.0-0.2,1,2704,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,146314,20,cold,2,2
17,0.0-5.0-0.13,1,5336,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,198030,31,cold,2,2
18,0.0-5.0-0.7,0,4077,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,195899,25,cold,2,2
18,0.0-5.0-0.17,0,5017,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,257073,35,cold,2,2
20,0.0-5.0-0.0,0,7486,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,60552,18,cold,2,2
20,0.0-5.0-0.21,0,4550,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,124223,39,cold,2,2
21,0.0-5.0-0.4,1,5491,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,103612,22,cold,2,2
21,0.0-5.0-0.13,1,4975,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,138704,31,cold,2,2
22,0.0-5.0-0.9,1,4974,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,188992,27,cold,2,2
22,0.0-5.0-0.13,1,2358,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,203753,31,cold,2,2
23,0.0-5.0-0.5,0,3037,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,214129,23,cold,2,2
23,0.0-5.0-0.21,0,1547,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,250899,39,cold,2,2
24,0.0-5.0-0.0,0,14103,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,180226,18,cold,2,2
24,0.0-5.0-0.23,0,3864,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,317322,41,cold,2,2
25,0.0-5.0-0.3,0,6447,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,134318,21,cold,2,2
25,0.0-5.0-0.21,1,5173,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,249296,39,cold,2,2
26,0.0-5.0-0.3,0,4270,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,154688,21,cold,2,2
26,0.0-5.0-0.19,1,3836,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,258204,37,cold,2,2
27,0.0-5.0-0.12,1,3424,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,265476,30,cold,2,2
27,0.0-5.0-0.13,1,8150,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,273631,31,cold,2,2
28,0.0-5.0-0.4,0,10032,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,395129,22,cold,2,2
28,0.0-5.0-0.25,0,9494,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,605485,43,cold,2,2
29,0.0-5.0-0.6,0,10823,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,322927,24,cold,2,2
29,0.0-5.0-0.25,0,9807,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,496886,43,cold,2,2
30,0.0-5.0-0.11,1,1808,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,100443,29,cold,2,2
30,0.0-5.0-0.24,1,2029,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,123668,42,cold,2,2
32,0.0-5.0-0.3,0,1830,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,382247,21,cold,2,2
32,0.0-5.0-0.23,0,1803,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,594541,41,cold,2,2
33,0.0-5.0-0.12,0,5966,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,234490,30,cold,2,2
33,0.0-5.0-0.15,0,5081,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,251890,33,cold,2,2
6,0.0-4.0-0.0,1,6263,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,37717,4,hard,1,1
6,0.0-4.0-0.10,0,10839,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,104047,14,hard,1,1
7,0.0-4.0-0.1,0,2880,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,21596,5,hard,1,1
7,0.0-4.0-0.13,0,962,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,47750,17,hard,1,1
8,0.0-4.0-0.0,0,18781,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,45402,4,hard,1,1
8,0.0-4.0-0.7,0,5553,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,99911,11,hard,1,1
11,0.0-4.0-0.1,0,11618,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,96192,5,hard,1,1
11,0.0-4.0-0.13,0,5170,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,171684,17,hard,1,1
12,0.0-4.0-0.5,1,4364,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,82096,9,hard,1,1
12,0.0-4.0-0.10,0,10768,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,112781,14,hard,1,1
13,0.0-4.0-0.3,0,8544,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,119962,7,hard,1,1
13,0.0-4.0-0.13,0,2946,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,166090,17,hard,1,1
14,0.0-4.0-0.6,0,8560,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,99476,10,hard,1,1
14,0.0-4.0-0.8,0,8623,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,118799,12,hard,1,1
15,0.0-4.0-0.6,0,8319,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,47861,10,hard,1,1
15,0.0-4.0-0.11,0,3340,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,70049,15,hard,1,1
16,0.0-4.0-0.1,0,4903,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,53387,5,hard,1,1
16,0.0-4.0-0.12,1,5319,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,90035,16,hard,1,1
17,0.0-4.0-0.6,0,10304,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,94501,10,hard,1,1
17,0.0-4.0-0.10,0,11639,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,119190,14,hard,1,1
18,0.0-4.0-0.3,1,7704,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,72863,7,hard,1,1
18,0.0-4.0-0.10,0,9175,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,112267,14,hard,1,1
20,0.0-4.0-0.4,0,5710,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,33808,8,hard,1,1
20,0.0-4.0-0.12,0,1878,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,51448,16,hard,1,1
21,0.0-4.0-0.5,0,2808,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,47332,9,hard,1,1
21,0.0-4.0-0.8,0,2303,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,57536,12,hard,1,1
22,0.0-4.0-0.6,0,5973,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,52632,10,hard,1,1
22,0.0-4.0-0.13,1,3518,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,93840,17,hard,1,1
23,0.0-4.0-0.2,1,20096,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,87112,6,hard,1,1
23,0.0-4.0-0.10,1,8265,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,176476,14,hard,1,1
24,0.0-4.0-0.3,0,9790,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,72465,7,hard,1,1
24,0.0-4.0-0.10,0,12855,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,141074,14,hard,1,1
25,0.0-4.0-0.4,1,4000,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,55847,8,hard,1,1
25,0.0-4.0-0.8,0,8820,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,82262,12,hard,1,1
26,0.0-4.0-0.3,0,10049,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,75595,7,hard,1,1
26,0.0-4.0-0.12,0,6298,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,117213,16,hard,1,1
