workerid,internal_node_id,response,rt,stimulus,time_elapsed,trial_index,scales,within_group,exp_group
50,0.0-5.0-0.22,0,2344,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",304636,40,hard,2,2
52,0.0-5.0-0.6,0,62108,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",312092,24,hard,2,2
52,0.0-5.0-0.16,0,78780,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",491985,34,hard,2,2
53,0.0-5.0-0.1,0,5888,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",156398,19,hard,2,2
53,0.0-5.0-0.22,0,2861,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",235202,40,hard,2,2
54,0.0-5.0-0.8,0,3805,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",113270,26,hard,2,2
54,0.0-5.0-0.24,0,2001,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",156848,42,hard,2,2
55,0.0-5.0-0.11,0,16927,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",288983,29,hard,2,2
55,0.0-5.0-0.16,0,10207,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",334425,34,hard,2,2
56,0.0-5.0-0.0,0,18174,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",95099,18,hard,2,2
56,0.0-5.0-0.13,1,1901,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",143011,31,hard,2,2
57,0.0-5.0-0.12,0,1943,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",647279,30,hard,2,2
57,0.0-5.0-0.24,1,8863,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",731982,42,hard,2,2
58,0.0-5.0-0.11,0,18425,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",319401,29,hard,2,2
58,0.0-5.0-0.17,0,8896,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",378963,35,hard,2,2
59,0.0-5.0-0.6,1,25359,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",329930,24,hard,2,2
59,0.0-5.0-0.23,1,6403,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem hard?&quot;<br>George replies: &quot;The problem was hard.&quot; <br>Would you conculde that the problem was not unsolvable?</p>",485517,41,hard,2,2
35,0.0-5.0-0.9,0,9636,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",146640,27,hard,2,3
35,0.0-5.0-0.16,0,4582,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",177712,34,hard,2,3
36,0.0-5.0-0.1,1,9458,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",131897,19,hard,2,3
36,0.0-5.0-0.24,1,2058,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",230549,42,hard,2,3
37,0.0-5.0-0.2,0,12197,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",159920,20,hard,2,3
37,0.0-5.0-0.20,0,4265,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",303737,38,hard,2,3
38,0.0-5.0-0.8,0,3164,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",115535,26,hard,2,3
38,0.0-5.0-0.22,0,1183,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",144284,40,hard,2,3
39,0.0-5.0-0.2,0,4959,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",120410,20,hard,2,3
39,0.0-5.0-0.14,0,3492,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",182621,32,hard,2,3
40,0.0-5.0-0.3,0,11034,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",245840,21,hard,2,3
40,0.0-5.0-0.20,0,2431,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",342360,38,hard,2,3
41,0.0-5.0-0.0,0,17517,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",142821,18,hard,2,3
41,0.0-5.0-0.25,0,4577,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",323394,43,hard,2,3
42,0.0-5.0-0.6,0,8139,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",189542,24,hard,2,3
42,0.0-5.0-0.17,0,8169,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",276960,35,hard,2,3
43,0.0-5.0-0.7,0,1048,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",59721,25,hard,2,3
43,0.0-5.0-0.25,1,616,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",79443,43,hard,2,3
44,0.0-5.0-0.4,0,27079,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",309666,22,hard,2,3
44,0.0-5.0-0.25,0,7982,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",657208,43,hard,2,3
45,0.0-5.0-0.10,0,10064,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",187801,28,hard,2,3
45,0.0-5.0-0.13,0,5758,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",197960,31,hard,2,3
46,0.0-5.0-0.2,1,14999,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",330368,20,hard,2,3
46,0.0-5.0-0.20,1,2731,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",454708,38,hard,2,3
47,0.0-5.0-0.1,0,12728,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",92076,19,hard,2,3
47,0.0-5.0-0.20,0,1904,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",181852,38,hard,2,3
48,0.0-5.0-0.5,0,6246,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",175151,23,hard,2,3
48,0.0-5.0-0.21,0,2764,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",242359,39,hard,2,3
49,0.0-5.0-0.4,0,12615,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",183058,22,hard,2,3
49,0.0-5.0-0.16,0,8481,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",300676,34,hard,2,3
50,0.0-5.0-0.2,0,15810,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",179500,20,hard,2,3
50,0.0-5.0-0.23,0,1471,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",306107,41,hard,2,3
52,0.0-5.0-0.7,0,9982,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",322075,25,hard,2,3
52,0.0-5.0-0.25,0,6808,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",540908,43,hard,2,3
53,0.0-5.0-0.5,0,4970,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",177529,23,hard,2,3
53,0.0-5.0-0.15,0,8324,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",218847,33,hard,2,3
54,0.0-5.0-0.1,0,4326,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",86458,19,hard,2,3
54,0.0-5.0-0.16,0,3121,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",137108,34,hard,2,3
55,0.0-5.0-0.12,0,15802,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",304785,30,hard,2,3
55,0.0-5.0-0.18,0,3148,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",345428,36,hard,2,3
56,0.0-5.0-0.6,1,3941,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",124539,24,hard,2,3
56,0.0-5.0-0.16,1,2590,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",147795,34,hard,2,3
57,0.0-5.0-0.11,0,13079,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",645334,29,hard,2,3
57,0.0-5.0-0.13,0,16326,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",663606,31,hard,2,3
58,0.0-5.0-0.1,0,19606,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",184563,19,hard,2,3
58,0.0-5.0-0.18,0,12814,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",391778,36,hard,2,3
59,0.0-5.0-0.3,1,49680,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",290647,21,hard,2,3
59,0.0-5.0-0.17,1,7031,"<p style='font-size: 25px;'>During a class review session, Mr. Wang goes over the homework with his students. <br>When he gets to George's paper, he notices that George makes a mistake on one of the questions.<br>Curious about how George approaches the problem, Mr. Wang asks: &quot;Was the problem unsolvable?&quot;<br>George replies: &quot;The problem was hard.&quot;<br>Would you conculde that the problem was not unsolvable?</p>",438647,35,hard,2,3
35,0.0-4.0-0.1,0,3479,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,32037,5,small,1,1
35,0.0-4.0-0.12,0,3151,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,68719,16,small,1,1
36,0.0-4.0-0.0,0,23213,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,40935,4,small,1,1
36,0.0-4.0-0.12,0,1639,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,97899,16,small,1,1
37,0.0-4.0-0.5,1,4310,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,46404,9,small,1,1
37,0.0-4.0-0.7,0,10464,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,64039,11,small,1,1
38,0.0-4.0-0.0,1,4123,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,38057,4,small,1,1
38,0.0-4.0-0.8,0,2613,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,64326,12,small,1,1
39,0.0-4.0-0.3,0,5446,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,50879,7,small,1,1
39,0.0-4.0-0.12,1,5154,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,89018,16,small,1,1
40,0.0-4.0-0.5,1,3562,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,180045,9,small,1,1
40,0.0-4.0-0.7,0,5922,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,190161,11,small,1,1
41,0.0-4.0-0.3,0,6250,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,77070,7,small,1,1
41,0.0-4.0-0.10,0,3195,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,114912,14,small,1,1
42,0.0-4.0-0.6,0,4703,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,75667,10,small,1,1
42,0.0-4.0-0.7,0,2693,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,78361,11,small,1,1
43,0.0-4.0-0.1,1,2670,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,24005,5,small,1,1
43,0.0-4.0-0.13,1,1077,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,46894,17,small,1,1
44,0.0-4.0-0.4,1,5327,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,119379,8,small,1,1
44,0.0-4.0-0.13,0,7271,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,188795,17,small,1,1
45,0.0-4.0-0.5,0,2960,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,51015,9,small,1,1
