workerid,proliferate.condition,internal_node_id,response,rt,stimulus,success,time_elapsed,trial_index,trial_type,error
7,Condition 1,0.0-1.0,1,2998,"<div class=""consent-form""><p> <img src=""header.png"" style=""width: 50%; display: block; margin: 0 auto;""></p><p style=""text-align:center;font-weight:bold;"">ONLINE INFORMATION SHEET</p><p><strong>Title of Project</strong>: The cognitive basis of pragmatic inferences</p><p>&nbsp;</p><p><strong>Researcher(s) of the Study</strong></p><p>Yiming Zhao</p><p>&nbsp;</p><p><strong>Researcher(s) of the Study</strong></p><p><a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a><br>XJTLU English (English and International Business Specialisation)<br>School of Humanities and Social Sciences<br>Xi'an Jiaotong-Liverpool University </p><p>&nbsp;</p><p><strong>Research Ethics Approval</strong></p><p>This research project has received approval from the University Research Ethics Review Panel at XJTLU. </p><p>&nbsp;</p><p><strong>Informed Consent Statements</strong></p><ul><li>I confirm that I have read and have understood the information sheet dated 22 December 2024 for the above study. I have had the opportunity to consider the information, ask questions and have had these answered satisfactorily. </li><li>I understand that my participation is voluntary and that I am free to withdraw at any time without giving any reason, without my rights being affected. </li><li>I understand that results up to the period of withdrawal may be used. Additionally, because the survey is anonymous, it will not be possible to remove my data after the survey is submitted. </li></ul>",,8599,1,html-button-response,
7,Condition 1,0.0-2.0, ,2927,"In this experiment, you will see several sentences and answer questions about them. <br>For each sentence, you will choose either 'Yes' or 'No' based on the given context. <br>The experiment is conducted in fullscreen mode. <br>When you're ready to begin, please press the space bar.",,11532,2,html-keyboard-response,
7,Condition 1,0.0-3.0,,1884,,TRUE,14442,3,fullscreen,
7,Condition 1,0.0-4.0-0.0,0,4271,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,,18715,4,html-button-response,
7,Condition 1,0.0-4.0-0.1,0,2880,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,21596,5,html-button-response,
7,Condition 1,0.0-4.0-0.2,0,1897,<p style='font-size: 25px;'>Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,23494,6,html-button-response,
7,Condition 1,0.0-4.0-0.3,0,4104,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,,27599,7,html-button-response,
7,Condition 1,0.0-4.0-0.4,0,2095,<p style='font-size: 25px;'>Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,29695,8,html-button-response,
7,Condition 1,0.0-4.0-0.5,0,2921,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,32618,9,html-button-response,
7,Condition 1,0.0-4.0-0.6,0,1121,<p style='font-size: 50px;'>Please choose 'Yes' for this question.</p>,,33739,10,html-button-response,
7,Condition 1,0.0-4.0-0.7,0,2047,<p style='font-size: 25px;'>Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,35787,11,html-button-response,
7,Condition 1,0.0-4.0-0.8,0,2693,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,,38481,12,html-button-response,
7,Condition 1,0.0-4.0-0.9,0,3377,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,41859,13,html-button-response,
7,Condition 1,0.0-4.0-0.10,0,2821,<p style='font-size: 25px;'>Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,44681,14,html-button-response,
7,Condition 1,0.0-4.0-0.11,0,1182,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,,45863,15,html-button-response,
7,Condition 1,0.0-4.0-0.12,0,923,<p style='font-size: 50px;'>Please choose 'Yes' for this question.</p>,,46787,16,html-button-response,
7,Condition 1,0.0-4.0-0.13,0,962,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,47750,17,html-button-response,
7,Condition 1,0.0-5.0-0.0,0,6401,<p style='font-size: 25px;'>A: Is the problem unsolvable? <br>B: The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,54151,18,html-button-response,
7,Condition 1,0.0-5.0-0.1,0,3346,<p style='font-size: 25px;'>A: Does Robin sometimes stay up late? <br>B: Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,57498,19,html-button-response,
7,Condition 1,0.0-5.0-0.2,0,5424,<p style='font-size: 25px;'>A: Did Daphne eat all of the cookies? <br>B: Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,62923,20,html-button-response,
7,Condition 1,0.0-5.0-0.3,0,2542,<p style='font-size: 25px;'>A: Is the problem hard? <br>B: The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,65466,21,html-button-response,
7,Condition 1,0.0-5.0-0.4,0,3209,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,68676,22,html-button-response,
7,Condition 1,0.0-5.0-0.5,0,1271,<p style='font-size: 25px;'>A: Is the box tiny? <br>B: The box is small. <br>Would you conclude that the box is not tiny? </p>,,69948,23,html-button-response,
7,Condition 1,0.0-5.0-0.6,0,2077,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,,72025,24,html-button-response,
7,Condition 1,0.0-5.0-0.7,1,1489,<p style='font-size: 50px;'>Please choose 'No' for this question.</p>,,73514,25,html-button-response,
7,Condition 1,0.0-5.0-0.8,0,5583,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,,79098,26,html-button-response,
7,Condition 1,0.0-5.0-0.9,0,1480,<p style='font-size: 25px;'>A: Is the box small? <br>B: The box is small. <br>Would you conclude that the box is not tiny?</p>,,80579,27,html-button-response,
7,Condition 1,0.0-5.0-0.10,0,1221,<p style='font-size: 25px;'>A: Does Robin always stay up late? <br>B: Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,81802,28,html-button-response,
7,Condition 1,0.0-5.0-0.11,0,993,<p style='font-size: 25px;'>A: Did Daphne eat some of the cookies? <br>B: Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,82796,29,html-button-response,
7,Condition 1,0.0-5.0-0.12,0,1082,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,,83879,30,html-button-response,
7,Condition 1,0.0-5.0-0.13,0,2264,<p style='font-size: 25px;'>A: Is the box tiny? <br>B: The box is small. <br>Would you conclude that the box is not tiny? </p>,,86144,31,html-button-response,
7,Condition 1,0.0-5.0-0.14,0,2056,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,,88201,32,html-button-response,
7,Condition 1,0.0-5.0-0.15,0,2265,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,,90467,33,html-button-response,
7,Condition 1,0.0-5.0-0.16,0,1719,<p style='font-size: 25px;'>A: Is the box small? <br>B: The box is small. <br>Would you conclude that the box is not tiny?</p>,,92187,34,html-button-response,
7,Condition 1,0.0-5.0-0.17,0,972,<p style='font-size: 25px;'>A: Does Robin sometimes stay up late? <br>B: Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,93159,35,html-button-response,
7,Condition 1,0.0-5.0-0.18,0,4780,<p style='font-size: 25px;'>A: Is the problem hard? <br>B: The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,97940,36,html-button-response,
7,Condition 1,0.0-5.0-0.19,0,1628,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,,99569,37,html-button-response,
7,Condition 1,0.0-5.0-0.20,0,924,<p style='font-size: 25px;'>A: Did Daphne eat all of the cookies? <br>B: Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,100494,38,html-button-response,
7,Condition 1,0.0-5.0-0.21,0,1888,<p style='font-size: 25px;'>A: Is the problem unsolvable? <br>B: The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,102382,39,html-button-response,
7,Condition 1,0.0-5.0-0.22,0,942,<p style='font-size: 25px;'>A: Does Robin always stay up late? <br>B: Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,103325,40,html-button-response,
7,Condition 1,0.0-5.0-0.23,0,3238,<p style='font-size: 25px;'>A: Did Daphne eat some of the cookies? <br>B: Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,106564,41,html-button-response,
7,Condition 1,0.0-5.0-0.24,1,1469,<p style='font-size: 50px;'>Please choose 'No' for this question.</p>,,108033,42,html-button-response,
7,Condition 1,0.0-5.0-0.25,0,1640,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,109674,43,html-button-response,
7,Condition 1,0.0-6.0,,,,TRUE,110687,44,fullscreen,
7,Condition 1,0.0-7.0,{'Comment': ''},3526,,,114231,45,survey-text,
7,Condition 1,0.0-8.0,,,"<p style=""font-size: 25px;"">Thank you for your participation.<br>This is the end of the experiment and you will now be redirected to Prolific.</p>",,118241,46,html-keyboard-response,
32,Condition 1,0.0-0.0,1,6657,"<div class=""consent-form""><p> <img src=""header.png"" style=""width: 50%; display: block; margin: 0 auto;""></p><p style=""text-align:center;font-weight:bold;"">ONLINE INFORMATION SHEET</p><p>This study has been approved by the Xi'an Jiaotong-Liverpool University Research Ethics Review Panel</p><p>&nbsp;</p><p><strong>Name, Address and Contact Details of Principal Investigator:</strong></p><p>Yiming Zhao (<a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a>)<br>XJTLU English (English and International Business Specialisation)<br>School of Humanities and Social Sciences<br>Xi'an Jiaotong-Liverpool University<br>111 Ren'ai Road<br>Suzhou Industrial Park<br>Suzhou<br>Jiangsu Province<br>P. R. China<br>215123</p><p>&nbsp;</p><p>You are being invited to participate in a research study. Before you decide whether to participate, it is important for you to understand why the research is being done and what it will involve. Please take time to read the following information carefully and feel free to ask us if you would like more information or if there is anything that you do not understand. Please also feel free to discuss this with your friends, relatives, and doctor [where relevant] if you wish. We would like to stress that you do not have to accept this invitation and should only agree to take part if you want to.</p><p>&nbsp;</p><p><strong>What is the purpose of the study?</strong></p><p>This study investigates how people understand certain linguistic expressions in English and Chinese, aiming to contribute to a better understanding of language and communication across cultures.</p><p>&nbsp;</p><p><strong>Why have I been chosen to take part?</strong></p><p>You have been invited to participate because the study focuses on understanding how native speakers of English and Chinese interpret linguistic expressions. We are seeking individuals who meet this criterion to ensure the study's findings are accurate and meaningful. Approximately 100 participants will take part in this research.</p><p>&nbsp;</p><p><strong>Do I have to take part?</strong></p><p>Participation is voluntary and participants are free to withdraw at any time without explanation and without incurring a disadvantage.</p><p>&nbsp;</p><p><strong>What will happen if I take part?</strong></p><p>If you decide to take part in this study, you will complete a series of online tasks. These tasks involve reading sentences or phrases and answering simple questions about their meaning.</p><p>&nbsp;</p><p>The study will take approximately 10 minutes to complete.Your main responsibility as a participant is to follow the instructions provided on the screen and answer the questions as accurately as possible.</p><p>&nbsp;</p><p><strong>How will my data be used?</strong></p><p>The University processes personal data as part of its research and teaching activities in accordance with the lawful basis of public task, and in accordance with the University's purpose of advancing education, learning and research for the public benefit. </p><p>&nbsp;</p><p>Under the 'Data Security Law of the People's Republic of China' and the 'Personal Information Protection Law of the People's Republic of China', the University acts as the Data Controller for personal data collected as part of the University's research. [Yiming Zhao] acts as the Data Processor for this study, and any queries relating to the handling of your personal data can be sent to [<a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a>]. </p><p>&nbsp;</p><p><strong>Expenses and / or payments</strong></p><p>Participants do not need to pay any expenses to take part in this study. You will receive a small payment as a token of appreciation for your time and effort upon completing the study.</p><p>&nbsp;</p><p><strong>Are there any risks in taking part?</strong></p><p>There are no significant risks or disadvantages associated with participating in this study. If you should experience any discomfort or disadvantage as part of the research, please make it known to the researcher(s) immediately.</p><p>&nbsp;</p><p><strong>Are there any benefits in taking part?</strong></p><p>There are no direct benefits to you for participating in this study. However, your participation will contribute to a better understanding of language and communication, which may benefit future research in this area.</p><p>&nbsp;</p><p><strong>What will happen to the results of the study?</strong></p><p>The results of this study will be analyzed to address the research questions. Participants will not be identifiable from the results, as all data will be anonymized.</p><p>If you would like to receive a summary of the findings, please let the researcher know, and this can be provided to you after the study is completed.</p><p>&nbsp;</p><p><strong>What will happen if I want to stop taking part?</strong></p><p>You can withdraw at any time, without explanation. However, as the data is anonymous at the point of collection, it will not be possible to remove your data after it has been collected.</p><p>&nbsp;</p><p><strong>What if I am unhappy or if there is a problem?</strong></p><p>If you are unhappy, or if there is a problem, please feel free to let us know by contacting [<a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a>] and we will try to help. If you remain unhappy or have a complaint which you feel you cannot come to us with then you should contact the Chair of the University Research Ethics Review Panel at <a href='mailto:ethics@xjtlu.edu.cn'>ethics@xjtlu.edu.cn</a>. When contacting the University Research Ethics Review Panel administrators, please provide details of the name or description of the study (so that it can be identified), the researcher(s) involved, and the details of the complaint you wish to make.</p><p>&nbsp;</p></div>",,6673,0,html-button-response,
32,Condition 1,0.0-1.0,1,4798,"<div class=""consent-form""><p> <img src=""header.png"" style=""width: 50%; display: block; margin: 0 auto;""></p><p style=""text-align:center;font-weight:bold;"">ONLINE INFORMATION SHEET</p><p><strong>Title of Project</strong>: The cognitive basis of pragmatic inferences</p><p>&nbsp;</p><p><strong>Researcher(s) of the Study</strong></p><p>Yiming Zhao</p><p>&nbsp;</p><p><strong>Researcher(s) of the Study</strong></p><p><a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a><br>XJTLU English (English and International Business Specialisation)<br>School of Humanities and Social Sciences<br>Xi'an Jiaotong-Liverpool University </p><p>&nbsp;</p><p><strong>Research Ethics Approval</strong></p><p>This research project has received approval from the University Research Ethics Review Panel at XJTLU. </p><p>&nbsp;</p><p><strong>Informed Consent Statements</strong></p><ul><li>I confirm that I have read and have understood the information sheet dated 22 December 2024 for the above study. I have had the opportunity to consider the information, ask questions and have had these answered satisfactorily. </li><li>I understand that my participation is voluntary and that I am free to withdraw at any time without giving any reason, without my rights being affected. </li><li>I understand that results up to the period of withdrawal may be used. Additionally, because the survey is anonymous, it will not be possible to remove my data after the survey is submitted. </li></ul>",,11474,1,html-button-response,
32,Condition 1,0.0-2.0, ,8816,"In this experiment, you will see several sentences and answer questions about them. <br>For each sentence, you will choose either 'Yes' or 'No' based on the given context. <br>The experiment is conducted in fullscreen mode. <br>When you're ready to begin, please press the space bar.",,20291,2,html-keyboard-response,
32,Condition 1,0.0-3.0,,2019,,TRUE,23328,3,fullscreen,
32,Condition 1,0.0-4.0-0.0,0,25508,<p style='font-size: 25px;'>Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,48838,4,html-button-response,
32,Condition 1,0.0-4.0-0.1,1,4014,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,,52858,5,html-button-response,
32,Condition 1,0.0-4.0-0.2,0,7261,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,60120,6,html-button-response,
32,Condition 1,0.0-4.0-0.3,0,1901,<p style='font-size: 50px;'>Please choose 'Yes' for this question.</p>,,62022,7,html-button-response,
32,Condition 1,0.0-4.0-0.4,0,7094,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,69118,8,html-button-response,
32,Condition 1,0.0-4.0-0.5,1,68063,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,,137183,9,html-button-response,
32,Condition 1,0.0-4.0-0.6,0,20868,<p style='font-size: 25px;'>Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,158055,10,html-button-response,
32,Condition 1,0.0-4.0-0.7,0,6080,<p style='font-size: 25px;'>The box is small. <br>Would you conclude that the box is not tiny? </p>,,164136,11,html-button-response,
32,Condition 1,0.0-4.0-0.8,0,3703,<p style='font-size: 25px;'>The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,167841,12,html-button-response,
32,Condition 1,0.0-4.0-0.9,0,1338,<p style='font-size: 50px;'>Please choose 'Yes' for this question.</p>,,169180,13,html-button-response,
32,Condition 1,0.0-4.0-0.10,1,9114,<p style='font-size: 25px;'>Rowan is attractive. <br>Would you conclude that Rowan is not stunning? </p>,,178295,14,html-button-response,
32,Condition 1,0.0-4.0-0.11,0,71243,<p style='font-size: 25px;'>Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,249539,15,html-button-response,
32,Condition 1,0.0-4.0-0.12,0,111263,<p style='font-size: 25px;'>Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,360807,16,html-button-response,
32,Condition 1,0.0-4.0-0.13,1,2954,<p style='font-size: 25px;'> The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,363766,17,html-button-response,
32,Condition 1,0.0-5.0-0.0,0,7920,<p style='font-size: 25px;'>A: Is the problem unsolvable? <br>B: The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,371687,18,html-button-response,
32,Condition 1,0.0-5.0-0.1,1,3909,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,,375599,19,html-button-response,
32,Condition 1,0.0-5.0-0.2,0,4817,<p style='font-size: 25px;'>A: Is the box small? <br>B: The box is small. <br>Would you conclude that the box is not tiny?</p>,,380416,20,html-button-response,
32,Condition 1,0.0-5.0-0.3,0,1830,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,,382247,21,html-button-response,
32,Condition 1,0.0-5.0-0.4,0,82354,<p style='font-size: 25px;'>A: Did Daphne eat some of the cookies? <br>B: Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,464602,22,html-button-response,
32,Condition 1,0.0-5.0-0.5,1,1619,<p style='font-size: 50px;'>Please choose 'No' for this question.</p>,,466222,23,html-button-response,
32,Condition 1,0.0-5.0-0.6,0,2612,<p style='font-size: 25px;'>A: Does Robin sometimes stay up late? <br>B: Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,468835,24,html-button-response,
32,Condition 1,0.0-5.0-0.7,1,2567,<p style='font-size: 25px;'>A: Is the problem hard? <br>B: The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,471403,25,html-button-response,
32,Condition 1,0.0-5.0-0.8,0,2010,<p style='font-size: 25px;'>A: Does Robin always stay up late? <br>B: Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,473413,26,html-button-response,
32,Condition 1,0.0-5.0-0.9,0,1234,<p style='font-size: 25px;'>A: Is the box tiny? <br>B: The box is small. <br>Would you conclude that the box is not tiny? </p>,,474647,27,html-button-response,
32,Condition 1,0.0-5.0-0.10,0,1565,<p style='font-size: 25px;'>A: Did Daphne eat all of the cookies? <br>B: Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,476213,28,html-button-response,
32,Condition 1,0.0-5.0-0.11,1,2549,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,,478762,29,html-button-response,
32,Condition 1,0.0-5.0-0.12,0,1478,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,480241,30,html-button-response,
32,Condition 1,0.0-5.0-0.13,1,91866,<p style='font-size: 25px;'>A: Is the problem unsolvable? <br>B: The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,572114,31,html-button-response,
32,Condition 1,0.0-5.0-0.14,0,1169,<p style='font-size: 25px;'>A: Is the box tiny? <br>B: The box is small. <br>Would you conclude that the box is not tiny? </p>,,573283,32,html-button-response,
32,Condition 1,0.0-5.0-0.15,0,1578,<p style='font-size: 25px;'>A: Is Rowan attractive? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,,574862,33,html-button-response,
32,Condition 1,0.0-5.0-0.16,0,1513,<p style='font-size: 25px;'>A: Is the box small? <br>B: The box is small. <br>Would you conclude that the box is not tiny?</p>,,576377,34,html-button-response,
32,Condition 1,0.0-5.0-0.17,0,1348,<p style='font-size: 25px;'>A: Does Robin sometimes stay up late? <br>B: Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,577726,35,html-button-response,
32,Condition 1,0.0-5.0-0.18,1,6842,<p style='font-size: 25px;'>A: Does Robin always stay up late? <br>B: Robin sometimes stays up late. <br>Would you conclude that Robin doesn't always stay up late?</p>,,584570,36,html-button-response,
32,Condition 1,0.0-5.0-0.19,0,2349,<p style='font-size: 25px;'>A: Did Daphne eat some of the cookies? <br>B: Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,586926,37,html-button-response,
32,Condition 1,0.0-5.0-0.20,1,1680,<p style='font-size: 50px;'>Please choose 'No' for this question.</p>,,588607,38,html-button-response,
32,Condition 1,0.0-5.0-0.21,1,1946,<p style='font-size: 25px;'>A: Is Rowan stunning? <br>B: Rowan is attractive. <br>Would you conclude that Rowan is not stunning?</p>,,590554,39,html-button-response,
32,Condition 1,0.0-5.0-0.22,0,2183,<p style='font-size: 25px;'>A: Is the weather cold? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold? </p>,,592738,40,html-button-response,
32,Condition 1,0.0-5.0-0.23,0,1803,<p style='font-size: 25px;'>A: Is the weather cool? <br>B: The weather is cool. <br>Would you conclude that the weather is not cold?</p>,,594541,41,html-button-response,
32,Condition 1,0.0-5.0-0.24,1,1653,<p style='font-size: 25px;'>A: Is the problem hard? <br>B: The problem is hard. <br>Would you conclude that the problem is not unsolvable? </p>,,596194,42,html-button-response,
32,Condition 1,0.0-5.0-0.25,0,2232,<p style='font-size: 25px;'>A: Did Daphne eat all of the cookies? <br>B: Daphne eats some of the cookies. <br>Would you conclude that Daphne did not eat all of the cookies?</p>,,598428,43,html-button-response,
32,Condition 1,0.0-6.0,,,,TRUE,599448,44,fullscreen,
32,Condition 1,0.0-7.0,{'Comment': ''},3259,,,602747,45,survey-text,
32,Condition 1,0.0-8.0,,,"<p style=""font-size: 25px;"">Thank you for your participation.<br>This is the end of the experiment and you will now be redirected to Prolific.</p>",,606766,46,html-keyboard-response,
14,Condition 1,0.0-0.0,1,9432,"<div class=""consent-form""><p> <img src=""header.png"" style=""width: 50%; display: block; margin: 0 auto;""></p><p style=""text-align:center;font-weight:bold;"">ONLINE INFORMATION SHEET</p><p>This study has been approved by the Xi'an Jiaotong-Liverpool University Research Ethics Review Panel</p><p>&nbsp;</p><p><strong>Name, Address and Contact Details of Principal Investigator:</strong></p><p>Yiming Zhao (<a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a>)<br>XJTLU English (English and International Business Specialisation)<br>School of Humanities and Social Sciences<br>Xi'an Jiaotong-Liverpool University<br>111 Ren'ai Road<br>Suzhou Industrial Park<br>Suzhou<br>Jiangsu Province<br>P. R. China<br>215123</p><p>&nbsp;</p><p>You are being invited to participate in a research study. Before you decide whether to participate, it is important for you to understand why the research is being done and what it will involve. Please take time to read the following information carefully and feel free to ask us if you would like more information or if there is anything that you do not understand. Please also feel free to discuss this with your friends, relatives, and doctor [where relevant] if you wish. We would like to stress that you do not have to accept this invitation and should only agree to take part if you want to.</p><p>&nbsp;</p><p><strong>What is the purpose of the study?</strong></p><p>This study investigates how people understand certain linguistic expressions in English and Chinese, aiming to contribute to a better understanding of language and communication across cultures.</p><p>&nbsp;</p><p><strong>Why have I been chosen to take part?</strong></p><p>You have been invited to participate because the study focuses on understanding how native speakers of English and Chinese interpret linguistic expressions. We are seeking individuals who meet this criterion to ensure the study's findings are accurate and meaningful. Approximately 100 participants will take part in this research.</p><p>&nbsp;</p><p><strong>Do I have to take part?</strong></p><p>Participation is voluntary and participants are free to withdraw at any time without explanation and without incurring a disadvantage.</p><p>&nbsp;</p><p><strong>What will happen if I take part?</strong></p><p>If you decide to take part in this study, you will complete a series of online tasks. These tasks involve reading sentences or phrases and answering simple questions about their meaning.</p><p>&nbsp;</p><p>The study will take approximately 10 minutes to complete.Your main responsibility as a participant is to follow the instructions provided on the screen and answer the questions as accurately as possible.</p><p>&nbsp;</p><p><strong>How will my data be used?</strong></p><p>The University processes personal data as part of its research and teaching activities in accordance with the lawful basis of public task, and in accordance with the University's purpose of advancing education, learning and research for the public benefit. </p><p>&nbsp;</p><p>Under the 'Data Security Law of the People's Republic of China' and the 'Personal Information Protection Law of the People's Republic of China', the University acts as the Data Controller for personal data collected as part of the University's research. [Yiming Zhao] acts as the Data Processor for this study, and any queries relating to the handling of your personal data can be sent to [<a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a>]. </p><p>&nbsp;</p><p><strong>Expenses and / or payments</strong></p><p>Participants do not need to pay any expenses to take part in this study. You will receive a small payment as a token of appreciation for your time and effort upon completing the study.</p><p>&nbsp;</p><p><strong>Are there any risks in taking part?</strong></p><p>There are no significant risks or disadvantages associated with participating in this study. If you should experience any discomfort or disadvantage as part of the research, please make it known to the researcher(s) immediately.</p><p>&nbsp;</p><p><strong>Are there any benefits in taking part?</strong></p><p>There are no direct benefits to you for participating in this study. However, your participation will contribute to a better understanding of language and communication, which may benefit future research in this area.</p><p>&nbsp;</p><p><strong>What will happen to the results of the study?</strong></p><p>The results of this study will be analyzed to address the research questions. Participants will not be identifiable from the results, as all data will be anonymized.</p><p>If you would like to receive a summary of the findings, please let the researcher know, and this can be provided to you after the study is completed.</p><p>&nbsp;</p><p><strong>What will happen if I want to stop taking part?</strong></p><p>You can withdraw at any time, without explanation. However, as the data is anonymous at the point of collection, it will not be possible to remove your data after it has been collected.</p><p>&nbsp;</p><p><strong>What if I am unhappy or if there is a problem?</strong></p><p>If you are unhappy, or if there is a problem, please feel free to let us know by contacting [<a href='mailto:yiming.zhao21@student.xjtlu.edu.cn'>yiming.zhao21@student.xjtlu.edu.cn</a>] and we will try to help. If you remain unhappy or have a complaint which you feel you cannot come to us with then you should contact the Chair of the University Research Ethics Review Panel at <a href='mailto:ethics@xjtlu.edu.cn'>ethics@xjtlu.edu.cn</a>. When contacting the University Research Ethics Review Panel administrators, please provide details of the name or description of the study (so that it can be identified), the researcher(s) involved, and the details of the complaint you wish to make.</p><p>&nbsp;</p></div>",,9441,0,html-button-response,
